Text,Sentiment (POS/NEG/NEU)
dikhne mein bhi khoobsorat hain,Positive
wafadari se lutf andoz hon,Positive
ye hamara wada hai dhoka nahi milega kabhi apko hamari taraf se,Positive
baloun ki jarh or mazboot horah hai,Positive
baal ki Jarh ka rang kuch or hi horaha hai,Neutral
mein jesa chahti hun wesa nahi hota kabhi,Negative
apke salon kis taraf hain ,Neutral
mujhe supplier ki zaroorat hai,Neutral
ghr pohunchany ki zehmat karskaty han aap?,Neutral
mae jb b hareeem ko daekhti hu tm yaaad ajti hu ye bht milti hy tm se,Positive
"apne balon se wafadar raho, loreal k sath",Positive
apnr kareebi salon ki taraf barhein or paen bilkul muft pehla appointment,Positive
baloun k mahireen se mulakat karein behtari k liye,Positive
is mein hai badam or chawal ka tail jo barhae apke baal,Neutral
ye ham ghr par bhi karsakty hian ya salon laazmi aana parega?,Neutral
mujhe kuch lagany k tareeky sekhne hain apse,Neutral
kya aap class bhi dete hain sikhany ki?,Neutral
in mein tou kuch zadah hi protein hai,Neutral
baloun ka wazan barha deta hai araam se,Positive
Ye hum khd b karskty h ya salon se hi karwna hoga,Neutral
Kisi ny use kia hai agar kiya hai tou plz batadein kesa hai ye,Neutral
lagany ka tareeka batadein aplog,Neutral
ham isy khud se lagany ki koshish karenge ,Neutral
kuch esa banao jo laganeu mein bhi asaan ho,Neutral
mujhe yehi cheez chahye kahan or kitne ki milegi?,Neutral
is mein esa kya hai balon ko khaas kardeta hai?,Neutral
iska asar kitni deyr tak chalega ?,Neutral
mere khayal se ye yaha mujood nahi hai khatam hochuka hai ab ye,Neutral
bohot dino baad kuch acha aya hai,Positive
is se baal mustakil hojaenge?,Neutral
isko ek bar lagao phir straightner ki bhi zaroorat nahi paregi,Positive
ab pehlay se ziyada reshmi baal payen. badam k tail k istemal se,Positive
mere baal bohot bareek or kamzoor hain,Neutral
ye hai kya cheez wese,Neutral
lagta hai balo mai aag laga dega ,Neutral
ye kab takl reshmi rahenge,Neutral
agar reshmi k bajaye kuch or hi hogaya to?,Neutral
thora halke ajaen ,Neutral
mujhe nahi lagta ye mere baloun par asar karega,Negative
wakt achuka hai apne baal pehle se or behtar karein,Positive
iske sath mein or konsi chezein hongi?,Neutral
girte baloun k kese bacahen?,Neutral
pakistan mein pehli bar larkey or larkiyon ko sikhany ka moka faraham kiya jaraha hai,Positive
ab paen  teen ki takat ek hi mein ,Positive
or bhi kuch jan ney k liye hamary sath jurey rahein,Positive
baloun ki dekh bhaal ka behtreen tajurba karein,Positive
"ye balon ki hydration ko behtar aur barqarar rakhta hai, is ki saakht ko mazboot karta hai aur usay naram aur chamakdar chore deta hai .",Positive
rangeen khushk baloun k liye kya istemal karna chahye?,Neutral
lambe arse tak baal theek kardeta hai,Positive
kharab baloun se larhne ki jido jahad se nijaat paen ye istemal karne k bad,Positive
mujhe apki cheezin pasand hain,Positive
behtreen salon hain apke,Positive
kareebi salon maloom karne k liye hamse raabta karein,Neutral
salon k sath khud seekh sakte hian aap mahireen se,Positive
kuch bhi puchna ho ya masla paish karna ho hamse fori rabta karein,Positive
kya isey ham rozana istemal karsaktey hain?,Neutral
koi esa nuska jis se baal mazboot or ghaney hojaen?,Neutral
baloun ka khel ab badalna apke hath mein,Positive
maheney mein ek bar zaroor azma kar dekhein apni takat,Positive
Salam Kay ap se bat hosakti hi hair k leyin,Neutral
ye kis liye lagaya jata hai?,Neutral
andaza lagayen kon araha hai ab apke shehr mein?,Neutral
sirf salon maahir hi apke balon ke sath sahih tareeqay se sulooq karna jantay hain,Positive
hamaray salon maahir ka dora karkay taaza tareen tareekon par amal karen,Positive
ab har jagah jana behad asaan,Positive
baloun se aap k andar jazba paida hota hai baat karne ka,Positive
baal ese hon k har koi tareef karey apki,Positive
hamary 40 saal k tajurabekar se faidah utahen,Positive
pichley kaafi saloun se barqarar hain ham,Positive
Ye kiaa ha culr h ya koch or,Neutral
ab khareedein kam paison mein Code dikha  kar,Positive
ham shaadi k is mosam mein baanaenge apko or bhi khaas,Positive
iski asal cheezein kahan se milengi?,Neutral
qudrati nikhaar agaya hai mere baloun mein,Positive
rangon mein wo rang kahan jo rang loreal mein hai. zabardast kardeta hai,Positive
meine ek bar lagaya mujhe bilkul bhi samjh nahi aya,Negative
bht hi teekhi smell hai zadah chemical istemal use hue ve hain,Negative
ye wala kis maqsad k liye istemal hota hai?,Neutral
khobsoorat baloun k sath nikherein,Positive
ye ek bar istemal karne k baad mere baal pehle se bhi zadha kharab hogye ,Negative
ye baal seedhe kese karleta hai?,Neutral
kaafi achi technique hai ye wali,Positive
mujhe hamesha 2 number chezein mil hai apki,Negative
achi cheez bht mehngi dete hain aap ,Negative
koi acha sa package banadein hamara bhi faidah hojaega,Neutral
apke mahireen bohut paise leite hain,Negative
mein ek bar gayi thi paise sun kar wapas agyi,Negative
ab kharey honey se na darein,Neutral
is larki ka naam kya hai?,Neutral
is mosam mein apne kharba baloun ko alwida kahein ,Neutral
meine istemal kiye hain ye. boht halka sa rang chrhta hai baloun pe,Negative
tm aisi hogai thi na dieting k baad,Neutral
iski tafseelat bata sakte hain?,Neutral
sabse acha shade konsa hai aapka,Neutral
baloun ka tou pata nahi lekin kaprey achy pehne hain ,Neutral
hamein khushi hai apko pasand aya,Positive
ready hojao chalney k lye,Neutral
Aslam u alekum saba baji mujhe ap apny parlor ki jagah bataee,Positive
nai jaroon ki pehli alamat par rangon ke darmiyan hair touch up istemaal karen,Positive
meri zindagi asan kardi hai apne,Positive
kuch bhi nahi hua ye sab kar k,Negative
ulajhte balon ka koi hal hai ?,Neutral
mujhe kaafi allergy hoti thi dusre istemal karne se lekin ye behtreen hai koi nuksaan mehsoos nh hua mujhe  abhi tak,Positive
fazool paise kharch horahy hain is mein,Negative
mujhe ye kam paison mein miley thy lekin 2 number nikle,Negative
apke mahireen k kehne pe mein jo jo azmaya sab acha hua,Positive
mujhe purany achy baal wapas mil gaye ,Positive
kaafi kaam ki batein seekhne ko milti hian apse,Positive
ab banae apne baloun ko or bhi qudurati khaas,Positive
agar aap sahi cheez ka istemal karenge tou yakeenan acha nateeja milega,Positive
meine loreal ki saari cheezein istemal ki hain bht acha tajurba raha hai mera,Positive
kitni bari company hai or kese pagal bana rahy hian logo ko ye,Negative
bohot hi zadah packing ki hui hai,Negative
itni tou cream bhi nahi hoti andar jitni bari osko packaging hui vi hoti,Negative
bilkul bhi nuksande nahi hai,Negative
mujhe bilkul mayoos kardiya hai mere baloun k opar bilkul alag hi nateeja nikal aya hai ,Negative
badtareen tajurba hau hai mera. ,Negative
sabse guzarish hai isko mat khareedein,Negative
balon ki dekh bhaal ki tareekh ke liye apne balon ko bahar rakhna mat bhoolna,Positive
ham arahy hain har sheher mein ab,Neutral
ham khushy aur khush qismati se aap ki khwahish puri karna chahtay hain,Positive
mera apna salon hai,Neutral
agar mujhe ye apne salon mein istemal karne hon tou?,Neutral
aaj k door mein sabko alag se hi dikhna hota hai,Neutral
sabki apni apni pasand hai or mujhe ye bht pasand aya,Positive
apka jo paris mein show hua bht hi shandaar tha,Positive
cheezon ka bilkul baraber use karne par oska faidah hoga,Positive
mujhe iski sakht zaroorat hai ,Negative
agar apko ye sab leine ahin apne kareebi dukaan se maloom karein,Neutral
mujhe ye internet par kahin se bhi nahi milraha,Neutral
boht kam jagah par hi ye dastiyaab hai. ,Negative
bohot halki cheez istemaal ki gayi hai ismein,Negative
har bal pe alag alag rang hua hai. ajeeb se lagne lagy hain ab,Negative
meine dekha hai yaha koi kisi k sawal ka jawab nh deta,Negative
ye har jagah istemal karsakty hain?,Neutral
ye karwa leite hain,Neutral
katwana zaroori hai kya?,Neutral
mere balon par har rang acha lagta hai,Positive
ye konsi model hai isko ab badal dena chahye. kaafi time sa sarha hua munh dekh kar thak gye hain,Negative
is mausam mein aap ke balon ko roshni ki jagah ban'nay den,Positive
kesi kesi cheezein agayi hain,Neutral
kuch tou ghalat hua hai mere sath,Negative
larkon k liye bhi haina ye?,Neutral
apna masla bataen ham hain thek karne k liye tayyar,Positive
mujhe nh pata k ye kese kaam karta hai. batadein ,Neutral
loug tou ese puch rahy hain jese sab kharedenge,Negative
thori keemat kam kardein sab bikega apka,Neutral
aadha mulk tou tmlogo ne khareeda va hai,Negative
pagal mat banao fazool ads bana kar,Negative
isko istemal kar k mein ab baal khol kar rakhti hu,Positive
smell itni tezz hoti hai k samne wala uth kar bhaagjaye,Negative
kitni pyaari lag rahi hain ap,Positive
sabse achi zuban rangon ki zuban,Positive
birth day m hi lekar dedo,Neutral
kya ye chotey baloun par asar dikhata hai?,Neutral
koi online website hai apki? hamein asal cheez nahi mil rahi,Neutral
meine bhat bar use kiya hai har bar dusra nateeja nikalta hai,Neutral
Koi granty hai. .k Koi pata ni ,Neutral
iska ek packet kitni bar chal jata hai?,Neutral
kitne dino tak iska asar rehta hai,Neutral
meine pichli bar use kiya tha tou foran hi rang charh gaya tha or kafi acha tha,Positive
mere baal girne se bach gaye shukar hai,Positive
ye baloun ki lambai k hisab se kam karta hai,Neutral
"ab apko chamakdar, naram aur gehri parwarish mand balon ke liye tarapne ki zaroorat nahi hao. iske istemal se faidah uthae",Positive
sookhey baloun par istemal nahi karyega. warna natija acha nahi niklega,Neutral
kaafi din tak baal achy rehte hain,Positive
sale mein cheez hamesha kharab milti hai,Negative
aajkal kahin nh milraha pata nahi q,Negative
mujhe apni skin ka ilaj karwana hai bataen kahan se hoga,Neutral
kisi bari jagah pe baal bari ehmiyat rakhte hain. meine hamesha iska istemal achey se kiya hai,Positive
ye sirf tasweer mein hi achy lagtey hain,Neutral
mein modeling karti hun or iske istemal se mujhe kaafi faidah hua hai chehra nikharjata hai,Positive
mein heran hun mujhe behtreen hai ye,Positive
sirf salon experts salon mein hi balon ki dekh bhaal aur balon ke rang ki jadeed tareen technology daryaft karen,Positive
aap sabka kaam bohot acha hai,Positive
zabardast bachat ke sath shandaar baal haasil karne ka waqt,Positive
koi sasta or tikao jo ham le sakein?,Neutral
apki cheezein bilkul theek se kaam karti hain,Positive
group ko haal hi mein Bartania mein house of Lords mein shaamil kya gaya tha .,Neutral
"inhen London boray of barnet mein ""hampstead ke Bairan chodrey"" ka aizazi aizaz diya gaya hai",Neutral
"yeh pehchan mister chodrey ki Bartania ki mulki aur ghair mulki tijarat, un ke mukhayyar kaam baraye Bartania aur beron mulk, aur conservative dost of Pakistan ke chairman ki hesiyat se un ke kirdaar ka saboot hai .",Neutral
UBL team ko mubarakbad . or unke kaam par hamein fakhar hai.,Positive
aap se guzarish hai ke barah karam apni bio metric tasdeeq karen aur qareebi kisi bhi shaakh mein is ke liye razamandi paish karen taakay masla hal hosakay aur aap aasani se UBL  digital app istemaal kar saken .,Neutral
apne UBL debit card ka intizam karna chahtay ho? bilkul aasaan! UBL digital app ke sath,Positive
kya aap apne bank account ke pattay mein tabdeeli ke amal ki tasdeeq kar saktay hain?,Neutral
"mera masla theek nhi horaha,",Negative
kyaa ap bata sakte hain ye app kese chalegi?,Neutral
"hamaray sath raabtey mein rehne ke liye aap ka shukriya, ",Positive
baraye meharbani apne inbox ko check karen .,Neutral
barah karam ghair mulki sarfeen ke liye apni app ko taaza tareen karen ke woh password kaisay tabdeel karsakte hain,Neutral
barah karam aagah karen ke aap apne bain al aqwami number ko account ki tafseelaat mein update kar saktay hain,Neutral
 aap ko bain al aqwami raabtey ki tafseelaat par one time password aur deegar matlooba sms milenge .,Neutral
hai wo yakeeni tor par acha. lekin girte rehte hain paise ,Negative
hamein likhne k liye aapka shukriya,Positive
ATM machine bhi aksar kharab reheti he aur bank ka log bhi acha sulooq nahi karte.,Negative
iski wajah se honay wali takleef par hum moazrat khuwa hain,Neutral
hafte k akhir ka intezar na karein,Neutral
yeh riayat kisi dosray muahiday ya paish kash ke sath durust nahi hogi,Neutral
Me ny Omni Debit card k Lia Omni app k Zaria darkhwast kia tha lekin 20 din guzar Chuky hn adress pr card ni poncha,Neutral
shehar mein zayega daar khano ko talaash karen UBL k sath,Positive
yeh badsoorat. . thos jungle hai. ziyada se ziyada raqam kamanay ke liye. . yeh un ke liye sirf aik kaarobar hai,Negative
mein yeh janna chahta hon ke jab mein ne kisi ko paisa muntaqil kya to mein is shakhs ko raqam kaisay wusool karsaktha hon,Neutral
nazare ke sath mayaari desi khanay ka lutaf uthayen .,Positive
mere mobile mein nahi chal rahi apki app,Negative
acha app hy main use karta ho,Positive
Karachi mein khanay ka aik umdah tajurbah. herat angaiz riayat se lutaf andoz honay ke liye apne UBL card istemaal karen,Positive
ye is tarha ki sahoolat har sheher mein Q  nahi hai,Negative
mere khayaal mein agar koi check khatam hojata hai to is mein serial number ke zareya aik check ke liye block karne ka koi nizaam mojood nahi hai,Negative
barah karam aagah karen ke UBL family ke tamam members ko aik baar jab sarkari tor par khidmat ka elaan honay ke baad mutala kya jaye ga .,Neutral
calls par kabhi bhi koi zaati ya maali maloomat faraham nah karen,Neutral
" hamesha yaad rakhen, bank amlah aap se kabhi bhi aap ki zaati maloomat ka mutalba nahi kere ga",Positive
wusool kanandah kisi bhi bank ka numainda honay ka daawa karte hain.,Neutral
kisi bhi waqt aur kahin bhi apne tamam muawza aur jama shuda cheques par nazar rakhna ab behadd asaan,Positive
kya ye sab k liye free hai?,Neutral
"agar aap ko koi call ya email masool hota hai jis ke baray mein aap ko yaqeen nahi hai to, mohtaat rahen .",Positive
"agar aap ko kabhi bhi koi mashkook pegham masool hota hai to, is ka jawab nah den .",Positive
sabse achi baat ye hai k aap kabhi apne customers ko akela nahi karte,Positive
sabka khayal karna bht mushkil hota hai lekin is bank mein behad asaan hai,Positive
sahi wakt par aap awam ko itlaah kardete hain. ,Positive
"mujhe ek call mousool hui aur kaha ke aap ki bio matric tasdeeq ho chuki hai ya nahi. kya aap mujhe bta satke hain ke woh kon log hain
",Neutral
kya ham yahan se pichla bill jama karwasakte hain,Neutral
account khulwaney ka kitna kharcha hota hai?,Neutral
aoni cheque ki haisiyat se pareshan hain?,Neutral
Ab ghar k Bills jama karney k liye lambi qataar mien lagney ki pareshani ko karo khuda haifz,Positive
barai meherbani kuch kuch branches band hai unko wapas khulwaen hamari asaani k liye,Negative
zabardast kaam hai janab,Positive
bilkul theek wakt par bataya hai apne,Positive
achi behtari hia isey jaari rakhien,Positive
is saal ka sabse acha bank zabrdast or umdah khususiyat k sath,Positive
aapki keemti tajaweez ka shukriya,Positive
ye namumkin ko mumkin banatey hain,Positive
apki di hui tajaweez par ham ghor kar rahy hain,Positive
iske zariye kya ham easypaisa bhej sakte hain? ,Neutral
salaana kitne paise kat hotey hain is bank se ,Neutral
apki tareef k ham shukar guzaar hain,Positive
har baat thek hain lekin tankhwa wakt par dediya karein,Negative
pakistan k ilawa ye kahin or kaam nahi karta,Neutral
bohot buri app hai aaj tak ki,Negative
mere mobile mein bilkul bhi nahi chal rahi theek se,Negative
takleef ki wajah se maazrat,Neutral
sholay se bharay raseeli bargar ke zayega ka lutaf uthayen .,Positive
mera pasandeeda bank,Positive
mein nay mandarja zail Hadayat ke baad mutadid emails arsaal kee hain aur 6 mah se ziyada ka arsa guzar chuka hai is ki koi tasdeeq nahi hui hai,Negative
hum aap ki darkhwast ko track kar saktay hain aur is par karwai kar satke hain .,Neutral
ye sab kitne wakt mein hosakta hai?,Neutral
agar aap nay abhi tak tasdeeq faraham nahi ki hai tou foran hamse raabta karein,Positive
mein dubai mein reh raha hun mera account theek se kaam nh kar raha koi hal batadein,Negative
meine apni har tafseel bhejdi hai lekin mujhe abhi tak apka jawab nhi aya,Negative
ye sirf bahir walon k liye hai ya yahan rehne walo k liye bhi hai?,Neutral
mujhe ye bataen kitni bar hamein apni tafseelat bhejni parengi?,Neutral
mein pehle hi matlooba dastaweezat bhej chuka hun,Neutral
kya ye mustakil ya aarzi intezam hoga?,Neutral
thora intezar k baad bil akhir mera account khul gaya,Positive
mera pichla account bina bataye band Q kardiya hai apne?,Negative
pakistan se bahir koi or branch hai?,Neutral
apni zayega ki kaliyon ka istemaal mazedar masaledar yemeni khaano se karen,Positive
jee bilkul aap apna dusra account bhi khulwasaktey hain,Positive
mein waqai is ki tareef karta hon ke Pakistani awam ke liye yeh bohat nayi cheez hai,Positive
nakaam bank hai ye ,Negative
koi haal nahi itni bar calls kar chuka hun abhi koi khaas jawab nahi aya ,Negative
mujhe account khulawana hai bari raqakam rakhne k liye,Neutral
kya kya faideh mil sakte hin is mein bank account khulwaney se,Neutral
aap se darkhwast hai ke is silsilay mein mazeed maloomat ke liye apna inbox dekhen .,Neutral
"mein apni id bhool gaya hun app ka, koi tareeqa isey wapas laney ka?",Neutral
"kya aap barah karam mujhe update kar satke hain ke UBL ne apna UBL premium dibt card up date kya aur usay sarfeen taq pohanchaya ?
",Neutral
apni id kese khatam karsakte hain?,Neutral
Kya hum ubl sy jazz cash pay ya easy pesa pa paise sakty hy.,Neutral
yaar agar woh chor sath mein mobile bhi le gaya ho jis mein app ho phir?,Neutral
mobile account mein raqam bhaije ja sakti hai,Positive
App daltey hi hacker call krny lagty hain hr waqt tang karty hain ,Negative
ab khana khaney ka andaaz badlein UBL k sath,Positive
ham le ayen bari umdah bachat apke liye,Positive
apney munh ko mithaas se khushhaal karein UBL k sang,Positive
fakhar ka lamha apki team ki taraf se,Positive
sach mein apki service sab se behtreen hai,Positive
is tohfe k aap haqdaar hain,Positive
apni pasand k mutabiq mazedar khana mangwaen bachat mein,Positive
ab karen bachat UBL mahana aamdani saving account ke sath,Positive
ismein kam se kam kitne paise jama karwaen,Neutral
ham apne account ko tabdeel kese karsaktey hain?,Neutral
apne behtar aur mehfooz mustaqbil ke khwahishmand logoun ke liye UBL paish kar raha hai mahana aamdani account,Positive
ab amdani ki koi fikar nahi karein,Neutral
hum aap ke mashwaron ko zaroor mazeed ghhor mein len ge .,Positive
mujhe retailer wala account khulwana hai UBL mein kese khulwaon?,Neutral
"mohtaram taher, baraye meharbani hamein apna registered rabita number faraham karen taakay un khadshaat se tafseelaat ko mutala kya jasakay .",Neutral
barah karam ubl app ya Website ke zareya bhi internet session ko chaalo karen,Neutral
aap ka bohat khermaqdam hai,Positive
"pyare malik, hum se rabita karne ke liye aap ka shukriya .",Positive
aap sabhi ko card intizamia aur neechay click karna hai,Neutral
aap ko aik swipe button miley ga jahan se aap apne card ko aik aasaan swipe ke sath lock kar saktay hain .,Neutral
"hamesha khud hi rahen, jab taq ke aap supra nahi ban satke …",Neutral
mein ne pehlay to un ki dekh bhaal nahi ki lekin zaati tor par usay dekhnay ke baad! yaar yeh cheeze bilkul khobsorat hain !,Positive
"aap ka bohat bohat shukriya, aur hamein aap ko jeetnay ka mauqa dainay ke liye waqt nikaalne ke liye !",Positive
"mujhe pasand hai ke har shakhs nayi supra se kis terhan nafrat karta hai kyun kay toyota ne bmw ke sath taawun kya ,",Negative
 lotus ne  supra ke sath toyota ki madad ki thi jo is tareekh mein ban'nay wali sab se barri cars mein shaamil hai .,Positive
mein samajh sakta hon ke jab log yeh kehte hain ke nayi supra ayi hai to kyun naraaz hotay hain .,Negative
yahan taq ke inko napasand kya gaya jab yeh pehli baar samnay aaya jab taq ke logon ko car ki salahiyat ka ehsas nah ho .,Positive
nayi supra ne mazeed taaqat daali hai,Positive
haan mein engine bananay ke liye toyota ko tarjeeh dun ga ya phir bhi agar un ki madad ke liye inhen lotus un jaissa koi mil jaye .,Positive
 ho sakta hai ke aik din hum dekh saken ke kon jaanta hai. .. kuch bhi mumkin hai .,Positive
ham apke taawun ki tareef kate hain,Positive
yehi hamari pasand hai,Positive
meri khuwabon ki gari hai ,Positive
hamein sunkar acha laga ye apko pasand ayi,Positive
jin logon ny usay chalaya hai woh yakeeni tor par is se mohabbat karte hain .,Positive
aap ke khayalat suneney ke baad hum aap ko pasand karen ge ke aap ko is par spin laganay ka mauqa mil jaye,Positive
 toyota mujhe pasand hai lekin aakhri baar jab mein gaya to toyota ke muqami dealership mein kuch nahi tha,Neutral
" toyota mere paas canada mein sab se pehlay thi ,",Neutral
 aur nafrat karne walon ko is car ko chalanay ki zaroorat hai !,Neutral
" apni raye se mohabbat, aap ke meharban alfaaz ke liye bohat bohat shukriya !",Positive
 aap ko kon sa rang sab se ziyada pasand hai ?,Neutral
 aik car. . rivayet ke ekhtataam. nai alamaat peda hui,Positive
yeh car mere dimagh mein 1996 se reh rahi hai. toyota ka shukriya! !,Positive
hum aap par is terhan ka ta-assur dainay par fakhr karte hain !,Positive
toyota hamesha baqyon se balatar,Positive
usay hafte ko dealer par dekha !,Neutral
" herat angaiz lagta hai, agar mein ny lottery jeet li to mein aik khareedon ga",Positive
 aap dono sarrak par kaafi achi jori banayen ge,Positive
mujhe mujrim thehraya gaya hai aap trump ke mansoobon ki himayat karte hain,Negative
mujhe kabhi bhi toyota nahi khareedna chahye tha,Negative
"mere paas do tyota hain ,",Neutral
 ford ke paas hybrid mein aik acha plug hai jis mein mujhe dilchaspi hai .,Positive
"maazi mein mere paas do gariyan hain. taham, mein kabhi bhi dosra toyota nahi khareedon ga .",Negative
sharam karo !,Negative
" mein toyota ki ek gari ka maalik hon, meri car mein acha transmision hai aur meri transmision 4 baar toot chuki hai",Negative
aur jab bhi mein local dealer ko car deta hon to woh bhi mujhe isi pareshani ke sath wapas kardete hain,Negative
"car sirf 68, 000 kilometer chal rahi hai aur pehli baar jab 7, 000 kilometer chal rahi thi to is ki nashriyat 4 martaba toot gyi",Negative
mein muqami dealer ke sath aik khofnaak tajurbah kar raha hon,Negative
toyota neh mujhe apni car se nafrat karne par majaboor kya,Negative
mein toyota ko bohat pasand karta hon aur mujhe toyota ki tamam gariyon se pyar hai,Positive
mein neh jo tajurbah muqami dealer ke sath kiya hai woh mujhe apni car se nafrat karne ke liye chala raha hai aur mein usay mazeed nahi chahta,Negative
mein neh warranty ke tehat car kharidne ke liye raqam ada nahi ki thi taakay usay 2 mah se ziyada murammat mein chore diya jaye,Neutral
"jab mein usay wapas karta hon to phir bhi murammat nahi hoti hai, mein samjhta hon ke kisi bhi brand mein manufacturing ki kharabi hosakti hai",Negative
" muqami dealer ko jab is ka kuch pata chalta hai to is neh mujhe ye car di, is se meri jaan ko khatrah ho sakta hai .",Negative
yeh taiz aur garajdar hai,Positive
"acha khuwab pehli baar haqeeqi mooatbar hai bmw ,",Positive
 yeh koi raaz nahi hai ke hum ne bmw ke sath supra bananay ke liye taawun kya hai .,Negative
"ben miller ke alfaaz mein, car magazine ke editor supra ne aik bunyadi plate form share kya hai jo numaya tor par mukhtalif simtao mein tayyar kya gaya hai",Positive
mein toyota ka aik bohat bara madah hon .,Positive
 mein ne aap logon ke liye kaam kya aur mein jaanta hon ke aap ki cars mein kya banaya jata hai .,Positive
"mujhe afsos hai, mein bmw ke sath is join project ke peechay nahi aasakta hon .",Neutral
" aik baar yeh kaam khatam hojane ke baad, barah karam aik asli supra tayyar karen. aap ke paas tecnology hai aur aap jantay hain ke kaisay .",Negative
kam wakt mein zadah garhiyan kese nikaltey hain?,Neutral
meri agli car ke liye toyota par ghhor karna. .,Positive
aap ke trump ki himayat ke baad mein kabhi bhi ye nahi khareedon ga ,Negative
"bmw ka sirf aik aur version, koi ahcha toyota supra nahi hai ye .",Negative
"barah karam toyota, dobarah apna khud ka supra banayen",Positive
toyota aur honda duniya ki behtareen karen banatay hain inhen bmw jaisi na qabil aetmaad companiyon ke hissay istemaal nahi karna chaahe,Negative
toyota ne sakht quality control ke sath ajzaa ko poora kya .,Positive
is ke baray mein youtube par aik dastawizi film mojood hai,Neutral
apni gariyon mein pehle hisse ki taraf pe kam karen. .. purana model ahcha tha. usay wapas lao,Negative
 toyota ne apni rooh ko bmw mein shamil kardiya,Neutral
aap chahtay hain ke mein pur josh hojaon !? nahi bhai. is se behtar kaam karo,Negative
 jab aap yeh kehte hain ke hamesha apne aap ko khud banao. tou phir Q khud ko kisi or k hawaley kardiya apne,Negative
 hamaray sath apne khayalat baantane ke liye aap ka shukriya,Positive
kya woh lafzi tor par apni hi gaari ka maazak kar rahay hain? khud banao. jab taq aap supra nahi ban satke.,Negative
lehaza agar aap supra hain to aap bmw ban satke hain .,Positive
kitni herat angaiz sawari hai ye,Positive
toyota aap ko un logon ko taleem dainay ki zaroorat hai jo aap ke mushtarqa mansoobay ke baray mein shikayat kar rahay hain aur usay bmw qarar day rahay hain .,Neutral
"aap gari k hissay banttay hain,? lekin is ki tunning alag cheez hai .",Neutral
aap neh yakeeni tor par is car ko apna banaya tha .,Positive
"supra bananay ke liye, toyota ka shukriya",Positive
barah karam ford ko celica ke sath copy nah karen,Negative
"agar tareekh khud ko duhraey. theek hai, mein darta hon .",Neutral
toyota is waqt aap khud ko nahi bana rahay hain .,Negative
yeh sirf aik bekar bmw hai poora toyota ka khel hai. jis par toyota is ki gaari par toot parre gi,Negative
oh mere kkhuda aisi sharmindagi,Negative
yaar aap neh koi version bhi nahi banaya .,Negative
 yeh mere supra ki terhan kuch bhi nahi hai jis se mujhe pyar tha. mein kamyaab hojaoga .,Neutral
mein umeed karta hon ke aik din aap log asli super banayen. aap jantay ho ke haqeeqat mein cheez banana hai .,Negative
mujhe bmw rakhnay mein koi dilchaspi nahi hai .,Negative
 kya is gari ko 500 kilometer fi ghanta se ziyada taiz raftaar se nishana banana mumkin hai ?,Neutral
kayi deegar herat angaiz atheletes duniya bhar mein 12 se zayed mukhtalif mumalik ke herat angaiz nojawanon ka muqaabla dekhnay ko mila .,Positive
mustaqbil ki taraf aap ki ayjadat aur takhleeqi salahiyaton ke liye toyota ka shukriya .,Positive
barah karam mein apne toyota 2017 ke sath aap ki madad chahta hon,Neutral
mujhe aik bohat hi sangeen haadsa paish aaya hai aur mein aap se rabita karna chahta hon lekin mujhe nahi maloom ke kaisay! meri car pakistan mein waqay aap ki agency mein hai lekin barah karam mujhe aap ko yeh zahir karne ki zaroorat hai ke yeh haadsa paish aaya hai,Neutral
duniya mein muqaabla karna asaan kaam nahi hai. toyota apni poori koshish kar raha hai .,Positive
aap theek kehte hain. aur hamari awleen tarjeeh walon ki itminan hai,Positive
"waqai? dekhe baghair, mein aap ko sirf yeh batanay ja raha hon ke jaan is raftaar se aadhi raftaar ke sath tennis ball ko nahi maarta hai. aur aap mujhe batayen ke larki 500 kilometer fi ghanta ki raftaar haasil kere gi ?",Negative
"mujhe apni car mein masla hai, jab mein shuru karna chahta hon to engine jawab nahi deta ,",Negative
"mein car dealer ko bhejta hon lekin woh yeh nahi jantay hain ke masla kaisay talaash kya jaye, barah karam mujhe aap ke mashwaray ki zaroorat hai .",Negative
 aap sab kuch theek kar rahay hain. bohat achaa kaam jari rakhen !,Positive
"zahir hai, toyota mustaqbil ke liye tayyar hai. bohat achaa kaam",Positive
abhi suna hai ke aap clean energy ke miyaar par amal karne se inkaar kar rahay hain. bohat bura .,Negative
andaza lagayen ke aap ko lakhoon dollar ki zaroorat nahi hogi jo aap istemaal karen ge. hum apne CEA ko pasand karte hain aur hamein saaf tawanai ke option pasand hain .,Neutral
hum abhi toyota ke nahi rahen ge .,Negative
mustaqbil mein toyota ki gaarhiyan nahi hon gi koi hal nahi raha yahan inka,Negative
aap neh hybrid cars ki murammat ke liye khusoosi certificate karwa kar usay kyun mashroot kya ?,Negative
sirf Germany mein hybrid sanad Yafta dukanain hain jo tire badal sakti hain .,Neutral
is dukaan mein ziyada tar dealer hain. is ka matlab yeh hai ke agar aap ke paas sarrak par flat tire hai to bohat kam dukanain hain jo Germany se tajawaz kar janay par tire tabdeel karne mein madadgaar saabit hosakti hain .,Neutral
yeh woh mustaqbil nahi tha jab mein neh toyota hybrid khareeda tha .,Negative
Germany ko samjhaana behtar hoga ke tire tabdeel karna hybrid nizaam ka hissa nahi hai kyunkay aap is qanoon se sarfeen ko kho bathain ge .,Neutral
